Ranking,Institution,Year
801,Sheffield Hallam University,2021
801,The Manchester Metropolitan University,2021
801,The Robert Gordon University,2021
801,University of Brighton,2021
801,University of Central Lancashire,2021
801,University of East London,2021
801,University of Hertfordshire,2021
801,University of Salford,2021
801,"University of the West of England, Bristol",2021
801,Catholic University of Uruguay,2021
801,Catholic University Andres Bello,2021
801,University Simón Bolivar,2021
801,"University of the Andes, Venezuela",2021
801,Rhodes University,2021
801,University of KwaZulu-Natal,2021
801,San Diego State University,2021
801,University of San Diego,2021
801,University of the Pacific,2021
801,Loyola University of Chicago,2021
801,University of Mississippi,2021
801,University of New Hampshire,2021
801,Fordham University,2021
801,Binghamton University,2021
801,Kent State University,2021
801,Ohio University,2021
801,Clemson University,2021
801,Baylor University,2021
801,Texas Technical University,2021
801,Utah State University,2021
801,George Mason University,2021
801,University of Wyoming,2021
801,University of Alabama,2021
801,Auburn University,2021
801,University of Lorraine,2021
801,Technical University of Dortmund,2021
801,Marche Polytechnic University,2021
801,Corvinus University of Budapest,2021
801,Gdañsk University of Technology,2021
801,Czech University of Life Sciences Prague,2021
801,University of Lincoln (England),2021
801,Lviv Polytechnic National University,2021
801,University of Baghdad,2021
801,University of Kufa,2021
801,University of the Republic,2021
801,Belarusian National Technical University,2021
801,Kazakh Ablai Khan University of International Relations and World Languages,2021
801,National University of Costa Rica,2021
801,Silesian University of Technology,2021
801,Riga Stradins University,2021
801,Cracow University of Technology,2021
801,Poznan University of Technology,2021
801,Wroclaw University of Science and Technology,2021
801,South Ural State University,2021
801,"Viet Nam National University, Hanoi",2021
801,COMSATS University Islamabad,2021
801,Birmingham City University,2021
801,Technological University Dublin,2021
801,National Polytechnic School,2021
1,"Massachusetts Institute of Technology, MIT",2022
2,University of Oxford,2022
3,University of Cambridge,2022
3,Stanford University,2022
5,Harvard University,2022
6,"California Institute of Technology, Caltech",2022
7,Imperial College London,2022
8,"Swiss Federal Institute of Technology Zurich, ETHZ",2022
8,University College London,2022
10,University of Chicago,2022
11,National University of Singapore,2022
12,Nanyang Technological University,2022
13,University of Pennsylvania,2022
14,"Swiss Federal Institute of Technology Lausanne, EPFL",2022
14,Yale University,2022
16,University of Edinburgh,2022
17,Tsinghua University,2022
18,Peking University,2022
19,Columbia University,2022
20,Princeton University,2022
21,Cornell University,2022
22,University of Hong Kong,2022
23,The University of Tokyo,2022
23,University of Michigan - Ann Arbor,2022
25,Johns Hopkins University,2022
26,University of Toronto,2022
27,Australian National University,2022
27,McGill University,2022
27,University of Manchester,2022
30,Northwestern University,2022
31,Fudan University,2022
32,"University of California, Berkeley",2022
33,Kyoto University,2022
34,Hong Kong University of Science and Technology,2022
35,King’s College London,2022
36,Seoul National University,2022
37,University of Melbourne,2022
38,University of Sydney,2022
39,Chinese University of Hong Kong,2022
40,"University of California, Los Angeles",2022
41,Korea Advanced Institute of Science and Technology,2022
42,New York University,2022
43,University of New South Wales,2022
44,PSL Research University Paris,2022
45,Zhejiang University,2022
46,University of British Columbia,2022
47,University of Queensland,2022
48,"University of California, San Diego",2022
49,London School of Economics,2022
49,Institut Polytechnique de Paris,2022
50,Shanghai Jiao Tong University,2022
50,Technical University of München,2022
52,Duke University,2022
53,City University of Hong Kong,2022
53,Carnegie Mellon University,2022
55,University of Amsterdam,2022
56,Tokyo Institute of Technology,2022
57,Delft University of Technology,2022
58,Monash University,2022
60,Brown University,2022
61,University of Warwick,2022
62,University of Bristol,2022
63,University of Heidelberg,2022
64,University of München,2022
65,University of Malaya,2022
66,Hong Kong Polytechnic University,2022
67,University of Texas at Austin,2022
68,National Taiwan University,2022
69,University of Buenos Aires,2022
70,Catholic University of Leuven,2022
70,University of Zurich,2022
72,Sorbonne University,2022
73,University of Glasgow,2022
74,Korea University,2022
75,Osaka University,2022
75,University of Wisconsin-Madison,2022
77,University of Southampton,2022
78,Moscow State University,2022
79,University of Copenhagen,2022
79,Yonsei University,2022
81,Pohang University of Science and Technology,2022
82,Tohoku University,2022
82,University of Durham,2022
82,University of Illinois at Urbana-Champaign,2022
85,University of Auckland,2022
85,University of Washington,2022
86,Université Paris-Saclay,2022
87,Lund University,2022
88,Georgia Institute of Technology,2022
89,KTH - Royal Institute of Technology,2022
90,University of Birmingham,2022
91,University of St. Andrews,2022
92,University of Leeds,2022
93,University of Western Australia,2022
94,Rice University,2022
95,University of Sheffield,2022
96,Pennsylvania State University,2022
97,Sungkyunkwan University,2022
98,University of Science and Technology of China,2022
99,Technical University of Denmark,2022
100,University of North Carolina at Chapel Hill,2022
101,Trinity College Dublin,2022
102,University of Oslo,2022
103,University of Nottingham,2022
104,University of Helsinki,2022
105,University of Geneva,2022
105,National Autonomous University of Mexico,2022
107,Washington University in St. Louis,2022
108,University of Adelaide,2022
108,"University of California, Davis",2022
109,King Abdulaziz University,2022
110,Utrecht University,2022
111,University of Montreal,2022
112,University of Leiden,2022
112,University of Southern California,2022
112,Boston University,2022
112,Aalto University,2022
116,Purdue University,2022
117,"Queen Mary, University of London",2022
118,Nagoya University,2022
119,University of Bern,2022
120,Ohio State University,2022
121,University of Sao Paulo,2022
121,Chalmers University of Technology,2022
123,Wageningen University & Research Center,2022
124,Uppsala University,2022
125,Eindhoven University of Technology,2022
126,University of Alberta,2022
127,Free University of Berlin,2022
128,Humboldt University of Berlin,2022
128,University of Groningen,2022
130,Ecole Normale Supérieure de Lyon,2022
131,Nanjing University,2022
132,Lancaster University,2022
133,University of Technology Sydney,2022
134,"Newcastle University, Newcastle-upon-Tyne",2022
135,Pontifical Catholic University of Chile,2022
136,Karlsruhe Institute of Technology,2022
137,Kyushu University,2022
138,University of Basel,2022
140,McMaster University,2022
141,University of Gent,2022
142,Polytechnic University of Milan,2022
143,University of Putra Malaysia,2022
144,National University of Malaysia,2022
145,Hokkaido University,2022
146,"University of California, Santa Barbara",2022
147,"University of Science, Malaysia",2022
148,Stockholm University,2022
149,University of Waterloo,2022
149,University of Exeter,2022
151,University of Vienna,2022
151,Cardiff University,2022
151,University of York,2022
154,University of Rochester,2022
155,Aarhus University,2022
156,Hanyang University,2022
157,Michigan State University,2022
158,University of Maryland at College Park,2022
159,Technical University of Berlin,2022
160,Emory University,2022
161,Monterrey Institute of Technology and Higher Education,2022
161,Case Western Reserve University,2022
163,University of Pittsburgh,2022
163,King Fahd University of Petroleum & Minerals,2022
165,RWTH Aachen University,2022
166,University of Bologna,2022
166,University of Bath,2022
168,University of Barcelona,2022
168,Texas A&M University,2022
170,Western University,2022
171,University of Rome - La Sapienza,2022
172,University of Freiburg,2022
173,University College Dublin,2022
173,University of Florida,2022
175,Al-Farabi Kazakh National University,2022
176,University of Lausanne,2022
177,University of Tübingen,2022
177,"Indian Institute of Technology, Bombay",2022
179,Erasmus University Rotterdam,2022
180,Vienna University of Technology,2022
180,Göteborg University,2022
180,National Tsinghua University,2022
183,University of Chile,2022
183,Khalifa University,2022
185,"Indian Institute of Technology, Delhi",2022
186,Indian Institute of Science,2022
186,University of Minnesota - Twin Cities,2022
188,Catholic University of Louvain,2022
189,University of Twente,2022
189,University of Liverpool,2022
191,"University of Technology, Malaysia",2022
191,Dartmouth College,2022
193,University of Wollongong,2022
194,Curtin University,2022
194,Technical University of Dresden,2022
194,University of Otago,2022
197,"University of Newcastle, Australia",2022
198,Hebrew University of Jerusalem,2022
199,University of Bergen,2022
200,Macquarie University,2022
201,Keio University,2022
202,University of Reading,2022
203,Waseda University,2022
204,University of Göttingen,2022
205,University of Aberdeen,2022
206,RMIT University,2022
207,Université Libre de Bruxelles,2022
207,Autonomous University of Madrid,2022
209,Autonomous University of Barcelona,2022
209,VU University Amsterdam,2022
211,Tongji University,2022
212,Ulsan National Institute of Science and Technology,2022
213,Queensland University of Technology,2022
214,University of Hamburg,2022
215,Chulalongkorn University,2022
216,Queen’s University Belfast,2022
216,Arizona State University,2022
